Geography,Geography,Gender (3a),Age (in single,2021,2016
850,"Grande Prairie (CA), Alta.",  Women+,36,,
850,"Grande Prairie (CA), Alta.",  Women+,37,,
850,"Grande Prairie (CA), Alta.",  Women+,38,,
850,"Grande Prairie (CA), Alta.",  Women+,39,,
850,"Grande Prairie (CA), Alta.",  Women+,    40 to 44 years,,
850,"Grande Prairie (CA), Alta.",  Women+,40,,
850,"Grande Prairie (CA), Alta.",  Women+,41,,
850,"Grande Prairie (CA), Alta.",  Women+,42,,
850,"Grande Prairie (CA), Alta.",  Women+,43,,
850,"Grande Prairie (CA), Alta.",  Women+,44,,
850,"Grande Prairie (CA), Alta.",  Women+,    45 to 49 years,,
850,"Grande Prairie (CA), Alta.",  Women+,45,,
850,"Grande Prairie (CA), Alta.",  Women+,46,,
850,"Grande Prairie (CA), Alta.",  Women+,47,,
850,"Grande Prairie (CA), Alta.",  Women+,48,,
850,"Grande Prairie (CA), Alta.",  Women+,49,,
850,"Grande Prairie (CA), Alta.",  Women+,    50 to 54 years,,
850,"Grande Prairie (CA), Alta.",  Women+,50,,
850,"Grande Prairie (CA), Alta.",  Women+,51,,
850,"Grande Prairie (CA), Alta.",  Women+,52,,
850,"Grande Prairie (CA), Alta.",  Women+,53,,
850,"Grande Prairie (CA), Alta.",  Women+,54,,
850,"Grande Prairie (CA), Alta.",  Women+,    55 to 59 years,,
850,"Grande Prairie (CA), Alta.",  Women+,55,,
850,"Grande Prairie (CA), Alta.",  Women+,56,,
850,"Grande Prairie (CA), Alta.",  Women+,57,,
850,"Grande Prairie (CA), Alta.",  Women+,58,,
850,"Grande Prairie (CA), Alta.",  Women+,59,,
850,"Grande Prairie (CA), Alta.",  Women+,    60 to 64 years,,
850,"Grande Prairie (CA), Alta.",  Women+,60,,
850,"Grande Prairie (CA), Alta.",  Women+,61,,
850,"Grande Prairie (CA), Alta.",  Women+,62,,
850,"Grande Prairie (CA), Alta.",  Women+,63,,
850,"Grande Prairie (CA), Alta.",  Women+,64,,
850,"Grande Prairie (CA), Alta.",  Women+,  65 years and over,,
850,"Grande Prairie (CA), Alta.",  Women+,    65 to 69 years,,
850,"Grande Prairie (CA), Alta.",  Women+,65,,
850,"Grande Prairie (CA), Alta.",  Women+,66,,
850,"Grande Prairie (CA), Alta.",  Women+,67,,
850,"Grande Prairie (CA), Alta.",  Women+,68,,
850,"Grande Prairie (CA), Alta.",  Women+,69,,
850,"Grande Prairie (CA), Alta.",  Women+,    70 to 74 years,,
850,"Grande Prairie (CA), Alta.",  Women+,70,,
850,"Grande Prairie (CA), Alta.",  Women+,71,,
850,"Grande Prairie (CA), Alta.",  Women+,72,,
850,"Grande Prairie (CA), Alta.",  Women+,73,,
850,"Grande Prairie (CA), Alta.",  Women+,74,,
850,"Grande Prairie (CA), Alta.",  Women+,    75 to 79 years,,
850,"Grande Prairie (CA), Alta.",  Women+,75,,
850,"Grande Prairie (CA), Alta.",  Women+,76,,
850,"Grande Prairie (CA), Alta.",  Women+,77,,
850,"Grande Prairie (CA), Alta.",  Women+,78,,
850,"Grande Prairie (CA), Alta.",  Women+,79,,
850,"Grande Prairie (CA), Alta.",  Women+,    80 to 84 years,,
850,"Grande Prairie (CA), Alta.",  Women+,80,,
850,"Grande Prairie (CA), Alta.",  Women+,81,,
850,"Grande Prairie (CA), Alta.",  Women+,82,,
850,"Grande Prairie (CA), Alta.",  Women+,83,,
850,"Grande Prairie (CA), Alta.",  Women+,84,,
850,"Grande Prairie (CA), Alta.",  Women+,    85 years and over,,
850,"Grande Prairie (CA), Alta.",  Women+,      85 to 89 years,,
850,"Grande Prairie (CA), Alta.",  Women+,85,,
850,"Grande Prairie (CA), Alta.",  Women+,86,,
850,"Grande Prairie (CA), Alta.",  Women+,87,,
850,"Grande Prairie (CA), Alta.",  Women+,88,,
850,"Grande Prairie (CA), Alta.",  Women+,89,,
850,"Grande Prairie (CA), Alta.",  Women+,      90 to 94 years,,
850,"Grande Prairie (CA), Alta.",  Women+,90,,
850,"Grande Prairie (CA), Alta.",  Women+,91,,
850,"Grande Prairie (CA), Alta.",  Women+,92,,
850,"Grande Prairie (CA), Alta.",  Women+,93,,
850,"Grande Prairie (CA), Alta.",  Women+,94,,
850,"Grande Prairie (CA), Alta.",  Women+,      95 to 99 years,,
850,"Grande Prairie (CA), Alta.",  Women+,95,,
850,"Grande Prairie (CA), Alta.",  Women+,96,,
850,"Grande Prairie (CA), Alta.",  Women+,97,,
850,"Grande Prairie (CA), Alta.",  Women+,98,,
850,"Grande Prairie (CA), Alta.",  Women+,99,,
850,"Grande Prairie (CA), Alta.",  Women+,      100 years and over,,
850,"Grande Prairie (CA), Alta.",  Women+,Average age,,
850,"Grande Prairie (CA), Alta.",  Women+,Median age,,
821,"High River (CA), Alta.", Total - Gender,Total - Age,,
821,"High River (CA), Alta.", Total - Gender,  0 to 14 years,,
821,"High River (CA), Alta.", Total - Gender,    0 to 4 years,,
821,"High River (CA), Alta.", Total - Gender,      Under 1 year,,
821,"High River (CA), Alta.", Total - Gender,1,,
821,"High River (CA), Alta.", Total - Gender,2,,
821,"High River (CA), Alta.", Total - Gender,3,,
821,"High River (CA), Alta.", Total - Gender,4,,
821,"High River (CA), Alta.", Total - Gender,    5 to 9 years,,
821,"High River (CA), Alta.", Total - Gender,5,,
821,"High River (CA), Alta.", Total - Gender,6,,
821,"High River (CA), Alta.", Total - Gender,7,,
821,"High River (CA), Alta.", Total - Gender,8,,
821,"High River (CA), Alta.", Total - Gender,9,,
821,"High River (CA), Alta.", Total - Gender,    10 to 14 years,,
821,"High River (CA), Alta.", Total - Gender,10,,
821,"High River (CA), Alta.", Total - Gender,11,,
821,"High River (CA), Alta.", Total - Gender,12,,
821,"High River (CA), Alta.", Total - Gender,13,,
821,"High River (CA), Alta.", Total - Gender,14,,
821,"High River (CA), Alta.", Total - Gender,  15 to 64 years,,
821,"High River (CA), Alta.", Total - Gender,    15 to 19 years,,
821,"High River (CA), Alta.", Total - Gender,15,,
821,"High River (CA), Alta.", Total - Gender,16,,
821,"High River (CA), Alta.", Total - Gender,17,,
821,"High River (CA), Alta.", Total - Gender,18,,
821,"High River (CA), Alta.", Total - Gender,19,,
821,"High River (CA), Alta.", Total - Gender,    20 to 24 years,,
821,"High River (CA), Alta.", Total - Gender,20,,
821,"High River (CA), Alta.", Total - Gender,21,,
821,"High River (CA), Alta.", Total - Gender,22,,
821,"High River (CA), Alta.", Total - Gender,23,,
821,"High River (CA), Alta.", Total - Gender,24,,
821,"High River (CA), Alta.", Total - Gender,    25 to 29 years,,
821,"High River (CA), Alta.", Total - Gender,25,,
821,"High River (CA), Alta.", Total - Gender,26,,
821,"High River (CA), Alta.", Total - Gender,27,,
821,"High River (CA), Alta.", Total - Gender,28,,
821,"High River (CA), Alta.", Total - Gender,29,,
821,"High River (CA), Alta.", Total - Gender,    30 to 34 years,,
821,"High River (CA), Alta.", Total - Gender,30,,
821,"High River (CA), Alta.", Total - Gender,31,,
821,"High River (CA), Alta.", Total - Gender,32,,
821,"High River (CA), Alta.", Total - Gender,33,,
821,"High River (CA), Alta.", Total - Gender,34,,
821,"High River (CA), Alta.", Total - Gender,    35 to 39 years,,
821,"High River (CA), Alta.", Total - Gender,35,,
821,"High River (CA), Alta.", Total - Gender,36,,
821,"High River (CA), Alta.", Total - Gender,37,,
821,"High River (CA), Alta.", Total - Gender,38,,
821,"High River (CA), Alta.", Total - Gender,39,,
821,"High River (CA), Alta.", Total - Gender,    40 to 44 years,,
821,"High River (CA), Alta.", Total - Gender,40,,
821,"High River (CA), Alta.", Total - Gender,41,,
821,"High River (CA), Alta.", Total - Gender,42,,
821,"High River (CA), Alta.", Total - Gender,43,,
821,"High River (CA), Alta.", Total - Gender,44,,
821,"High River (CA), Alta.", Total - Gender,    45 to 49 years,,
821,"High River (CA), Alta.", Total - Gender,45,,
821,"High River (CA), Alta.", Total - Gender,46,,
821,"High River (CA), Alta.", Total - Gender,47,,
821,"High River (CA), Alta.", Total - Gender,48,,
821,"High River (CA), Alta.", Total - Gender,49,,
821,"High River (CA), Alta.", Total - Gender,    50 to 54 years,,
821,"High River (CA), Alta.", Total - Gender,50,,
821,"High River (CA), Alta.", Total - Gender,51,,
821,"High River (CA), Alta.", Total - Gender,52,,
821,"High River (CA), Alta.", Total - Gender,53,,
821,"High River (CA), Alta.", Total - Gender,54,,
821,"High River (CA), Alta.", Total - Gender,    55 to 59 years,,
821,"High River (CA), Alta.", Total - Gender,55,,
821,"High River (CA), Alta.", Total - Gender,56,,
821,"High River (CA), Alta.", Total - Gender,57,,
821,"High River (CA), Alta.", Total - Gender,58,,
821,"High River (CA), Alta.", Total - Gender,59,,
821,"High River (CA), Alta.", Total - Gender,    60 to 64 years,,
821,"High River (CA), Alta.", Total - Gender,60,,
821,"High River (CA), Alta.", Total - Gender,61,,
821,"High River (CA), Alta.", Total - Gender,62,,
821,"High River (CA), Alta.", Total - Gender,63,,
821,"High River (CA), Alta.", Total - Gender,64,,
821,"High River (CA), Alta.", Total - Gender,  65 years and over,,
821,"High River (CA), Alta.", Total - Gender,    65 to 69 years,,
821,"High River (CA), Alta.", Total - Gender,65,,
821,"High River (CA), Alta.", Total - Gender,66,,
821,"High River (CA), Alta.", Total - Gender,67,,
821,"High River (CA), Alta.", Total - Gender,68,,
821,"High River (CA), Alta.", Total - Gender,69,,
821,"High River (CA), Alta.", Total - Gender,    70 to 74 years,,
821,"High River (CA), Alta.", Total - Gender,70,,
821,"High River (CA), Alta.", Total - Gender,71,,
821,"High River (CA), Alta.", Total - Gender,72,,
821,"High River (CA), Alta.", Total - Gender,73,,
821,"High River (CA), Alta.", Total - Gender,74,,
821,"High River (CA), Alta.", Total - Gender,    75 to 79 years,,
821,"High River (CA), Alta.", Total - Gender,75,,
821,"High River (CA), Alta.", Total - Gender,76,,
821,"High River (CA), Alta.", Total - Gender,77,,
821,"High River (CA), Alta.", Total - Gender,78,,
821,"High River (CA), Alta.", Total - Gender,79,,
821,"High River (CA), Alta.", Total - Gender,    80 to 84 years,,
821,"High River (CA), Alta.", Total - Gender,80,,
821,"High River (CA), Alta.", Total - Gender,81,,
821,"High River (CA), Alta.", Total - Gender,82,,
821,"High River (CA), Alta.", Total - Gender,83,,
821,"High River (CA), Alta.", Total - Gender,84,,
821,"High River (CA), Alta.", Total - Gender,    85 years and over,,
821,"High River (CA), Alta.", Total - Gender,      85 to 89 years,,
821,"High River (CA), Alta.", Total - Gender,85,,
821,"High River (CA), Alta.", Total - Gender,86,,
821,"High River (CA), Alta.", Total - Gender,87,,
821,"High River (CA), Alta.", Total - Gender,88,,
821,"High River (CA), Alta.", Total - Gender,89,,
821,"High River (CA), Alta.", Total - Gender,      90 to 94 years,,
821,"High River (CA), Alta.", Total - Gender,90,,
821,"High River (CA), Alta.", Total - Gender,91,,
821,"High River (CA), Alta.", Total - Gender,92,,
821,"High River (CA), Alta.", Total - Gender,93,,
821,"High River (CA), Alta.", Total - Gender,94,,
821,"High River (CA), Alta.", Total - Gender,      95 to 99 years,,
821,"High River (CA), Alta.", Total - Gender,95,,
821,"High River (CA), Alta.", Total - Gender,96,,
821,"High River (CA), Alta.", Total - Gender,97,,
821,"High River (CA), Alta.", Total - Gender,98,,
821,"High River (CA), Alta.", Total - Gender,99,,
821,"High River (CA), Alta.", Total - Gender,      100 years and over,,
821,"High River (CA), Alta.", Total - Gender,Average age,,
821,"High River (CA), Alta.", Total - Gender,Median age,,
821,"High River (CA), Alta.",  Men+,Total - Age,,
821,"High River (CA), Alta.",  Men+,  0 to 14 years,,
821,"High River (CA), Alta.",  Men+,    0 to 4 years,,
821,"High River (CA), Alta.",  Men+,      Under 1 year,,
821,"High River (CA), Alta.",  Men+,1,,
821,"High River (CA), Alta.",  Men+,2,,
821,"High River (CA), Alta.",  Men+,3,,
821,"High River (CA), Alta.",  Men+,4,,
821,"High River (CA), Alta.",  Men+,    5 to 9 years,,
821,"High River (CA), Alta.",  Men+,5,,
821,"High River (CA), Alta.",  Men+,6,,
821,"High River (CA), Alta.",  Men+,7,,
821,"High River (CA), Alta.",  Men+,8,,
821,"High River (CA), Alta.",  Men+,9,,
821,"High River (CA), Alta.",  Men+,    10 to 14 years,,
821,"High River (CA), Alta.",  Men+,10,,
821,"High River (CA), Alta.",  Men+,11,,
821,"High River (CA), Alta.",  Men+,12,,
821,"High River (CA), Alta.",  Men+,13,,
821,"High River (CA), Alta.",  Men+,14,,
821,"High River (CA), Alta.",  Men+,  15 to 64 years,,
821,"High River (CA), Alta.",  Men+,    15 to 19 years,,
821,"High River (CA), Alta.",  Men+,15,,
821,"High River (CA), Alta.",  Men+,16,,
821,"High River (CA), Alta.",  Men+,17,,
821,"High River (CA), Alta.",  Men+,18,,
821,"High River (CA), Alta.",  Men+,19,,
821,"High River (CA), Alta.",  Men+,    20 to 24 years,,
821,"High River (CA), Alta.",  Men+,20,,
821,"High River (CA), Alta.",  Men+,21,,
821,"High River (CA), Alta.",  Men+,22,,
821,"High River (CA), Alta.",  Men+,23,,
821,"High River (CA), Alta.",  Men+,24,,
821,"High River (CA), Alta.",  Men+,    25 to 29 years,,
821,"High River (CA), Alta.",  Men+,25,,
821,"High River (CA), Alta.",  Men+,26,,
821,"High River (CA), Alta.",  Men+,27,,
821,"High River (CA), Alta.",  Men+,28,,
821,"High River (CA), Alta.",  Men+,29,,
821,"High River (CA), Alta.",  Men+,    30 to 34 years,,
821,"High River (CA), Alta.",  Men+,30,,
821,"High River (CA), Alta.",  Men+,31,,
821,"High River (CA), Alta.",  Men+,32,,
821,"High River (CA), Alta.",  Men+,33,,
821,"High River (CA), Alta.",  Men+,34,,
821,"High River (CA), Alta.",  Men+,    35 to 39 years,,
821,"High River (CA), Alta.",  Men+,35,,
821,"High River (CA), Alta.",  Men+,36,,
821,"High River (CA), Alta.",  Men+,37,,
821,"High River (CA), Alta.",  Men+,38,,
821,"High River (CA), Alta.",  Men+,39,,
821,"High River (CA), Alta.",  Men+,    40 to 44 years,,
821,"High River (CA), Alta.",  Men+,40,,
821,"High River (CA), Alta.",  Men+,41,,
821,"High River (CA), Alta.",  Men+,42,,
821,"High River (CA), Alta.",  Men+,43,,
821,"High River (CA), Alta.",  Men+,44,,
821,"High River (CA), Alta.",  Men+,    45 to 49 years,,
821,"High River (CA), Alta.",  Men+,45,,
821,"High River (CA), Alta.",  Men+,46,,
821,"High River (CA), Alta.",  Men+,47,,
821,"High River (CA), Alta.",  Men+,48,,
821,"High River (CA), Alta.",  Men+,49,,
821,"High River (CA), Alta.",  Men+,    50 to 54 years,,
821,"High River (CA), Alta.",  Men+,50,,
821,"High River (CA), Alta.",  Men+,51,,
821,"High River (CA), Alta.",  Men+,52,,
821,"High River (CA), Alta.",  Men+,53,,
821,"High River (CA), Alta.",  Men+,54,,
821,"High River (CA), Alta.",  Men+,    55 to 59 years,,
821,"High River (CA), Alta.",  Men+,55,,
821,"High River (CA), Alta.",  Men+,56,,
821,"High River (CA), Alta.",  Men+,57,,
821,"High River (CA), Alta.",  Men+,58,,
821,"High River (CA), Alta.",  Men+,59,,
821,"High River (CA), Alta.",  Men+,    60 to 64 years,,
821,"High River (CA), Alta.",  Men+,60,,
821,"High River (CA), Alta.",  Men+,61,,
821,"High River (CA), Alta.",  Men+,62,,
821,"High River (CA), Alta.",  Men+,63,,
821,"High River (CA), Alta.",  Men+,64,,
821,"High River (CA), Alta.",  Men+,  65 years and over,,
821,"High River (CA), Alta.",  Men+,    65 to 69 years,,
821,"High River (CA), Alta.",  Men+,65,,
821,"High River (CA), Alta.",  Men+,66,,
821,"High River (CA), Alta.",  Men+,67,,
821,"High River (CA), Alta.",  Men+,68,,
821,"High River (CA), Alta.",  Men+,69,,
821,"High River (CA), Alta.",  Men+,    70 to 74 years,,
821,"High River (CA), Alta.",  Men+,70,,
821,"High River (CA), Alta.",  Men+,71,,
821,"High River (CA), Alta.",  Men+,72,,
821,"High River (CA), Alta.",  Men+,73,,
821,"High River (CA), Alta.",  Men+,74,,
821,"High River (CA), Alta.",  Men+,    75 to 79 years,,
821,"High River (CA), Alta.",  Men+,75,,
821,"High River (CA), Alta.",  Men+,76,,
821,"High River (CA), Alta.",  Men+,77,,
821,"High River (CA), Alta.",  Men+,78,,
821,"High River (CA), Alta.",  Men+,79,,
821,"High River (CA), Alta.",  Men+,    80 to 84 years,,
821,"High River (CA), Alta.",  Men+,80,,
821,"High River (CA), Alta.",  Men+,81,,
821,"High River (CA), Alta.",  Men+,82,,
821,"High River (CA), Alta.",  Men+,83,,
821,"High River (CA), Alta.",  Men+,84,,
821,"High River (CA), Alta.",  Men+,    85 years and over,,
821,"High River (CA), Alta.",  Men+,      85 to 89 years,,
821,"High River (CA), Alta.",  Men+,85,,
821,"High River (CA), Alta.",  Men+,86,,
821,"High River (CA), Alta.",  Men+,87,,
821,"High River (CA), Alta.",  Men+,88,,
821,"High River (CA), Alta.",  Men+,89,,
821,"High River (CA), Alta.",  Men+,      90 to 94 years,,
821,"High River (CA), Alta.",  Men+,90,,
821,"High River (CA), Alta.",  Men+,91,,
821,"High River (CA), Alta.",  Men+,92,,
821,"High River (CA), Alta.",  Men+,93,,
821,"High River (CA), Alta.",  Men+,94,,
821,"High River (CA), Alta.",  Men+,      95 to 99 years,,
821,"High River (CA), Alta.",  Men+,95,,
821,"High River (CA), Alta.",  Men+,96,,
821,"High River (CA), Alta.",  Men+,97,,
821,"High River (CA), Alta.",  Men+,98,,
821,"High River (CA), Alta.",  Men+,99,,
821,"High River (CA), Alta.",  Men+,      100 years and over,,
821,"High River (CA), Alta.",  Men+,Average age,,
821,"High River (CA), Alta.",  Men+,Median age,,
821,"High River (CA), Alta.",  Women+,Total - Age,,
821,"High River (CA), Alta.",  Women+,  0 to 14 years,,
821,"High River (CA), Alta.",  Women+,    0 to 4 years,,
821,"High River (CA), Alta.",  Women+,      Under 1 year,,
821,"High River (CA), Alta.",  Women+,1,,
821,"High River (CA), Alta.",  Women+,2,,
821,"High River (CA), Alta.",  Women+,3,,
821,"High River (CA), Alta.",  Women+,4,,
821,"High River (CA), Alta.",  Women+,    5 to 9 years,,
821,"High River (CA), Alta.",  Women+,5,,
821,"High River (CA), Alta.",  Women+,6,,
821,"High River (CA), Alta.",  Women+,7,,
821,"High River (CA), Alta.",  Women+,8,,
821,"High River (CA), Alta.",  Women+,9,,
821,"High River (CA), Alta.",  Women+,    10 to 14 years,,
821,"High River (CA), Alta.",  Women+,10,,
821,"High River (CA), Alta.",  Women+,11,,
821,"High River (CA), Alta.",  Women+,12,,
821,"High River (CA), Alta.",  Women+,13,,
821,"High River (CA), Alta.",  Women+,14,,
821,"High River (CA), Alta.",  Women+,  15 to 64 years,,
821,"High River (CA), Alta.",  Women+,    15 to 19 years,,
821,"High River (CA), Alta.",  Women+,15,,
821,"High River (CA), Alta.",  Women+,16,,
821,"High River (CA), Alta.",  Women+,17,,
821,"High River (CA), Alta.",  Women+,18,,
821,"High River (CA), Alta.",  Women+,19,,
821,"High River (CA), Alta.",  Women+,    20 to 24 years,,
821,"High River (CA), Alta.",  Women+,20,,
821,"High River (CA), Alta.",  Women+,21,,
821,"High River (CA), Alta.",  Women+,22,,
821,"High River (CA), Alta.",  Women+,23,,
821,"High River (CA), Alta.",  Women+,24,,
821,"High River (CA), Alta.",  Women+,    25 to 29 years,,
821,"High River (CA), Alta.",  Women+,25,,
821,"High River (CA), Alta.",  Women+,26,,
821,"High River (CA), Alta.",  Women+,27,,
821,"High River (CA), Alta.",  Women+,28,,
821,"High River (CA), Alta.",  Women+,29,,
821,"High River (CA), Alta.",  Women+,    30 to 34 years,,
821,"High River (CA), Alta.",  Women+,30,,
821,"High River (CA), Alta.",  Women+,31,,
821,"High River (CA), Alta.",  Women+,32,,
821,"High River (CA), Alta.",  Women+,33,,
821,"High River (CA), Alta.",  Women+,34,,
821,"High River (CA), Alta.",  Women+,    35 to 39 years,,
821,"High River (CA), Alta.",  Women+,35,,
821,"High River (CA), Alta.",  Women+,36,,
821,"High River (CA), Alta.",  Women+,37,,
821,"High River (CA), Alta.",  Women+,38,,
821,"High River (CA), Alta.",  Women+,39,,
821,"High River (CA), Alta.",  Women+,    40 to 44 years,,
821,"High River (CA), Alta.",  Women+,40,,
821,"High River (CA), Alta.",  Women+,41,,
821,"High River (CA), Alta.",  Women+,42,,
821,"High River (CA), Alta.",  Women+,43,,
821,"High River (CA), Alta.",  Women+,44,,
821,"High River (CA), Alta.",  Women+,    45 to 49 years,,
821,"High River (CA), Alta.",  Women+,45,,
821,"High River (CA), Alta.",  Women+,46,,
821,"High River (CA), Alta.",  Women+,47,,
821,"High River (CA), Alta.",  Women+,48,,
821,"High River (CA), Alta.",  Women+,49,,
821,"High River (CA), Alta.",  Women+,    50 to 54 years,,
821,"High River (CA), Alta.",  Women+,50,,
821,"High River (CA), Alta.",  Women+,51,,
821,"High River (CA), Alta.",  Women+,52,,
821,"High River (CA), Alta.",  Women+,53,,
821,"High River (CA), Alta.",  Women+,54,,
821,"High River (CA), Alta.",  Women+,    55 to 59 years,,
821,"High River (CA), Alta.",  Women+,55,,
821,"High River (CA), Alta.",  Women+,56,,
821,"High River (CA), Alta.",  Women+,57,,
821,"High River (CA), Alta.",  Women+,58,,
821,"High River (CA), Alta.",  Women+,59,,
821,"High River (CA), Alta.",  Women+,    60 to 64 years,,
821,"High River (CA), Alta.",  Women+,60,,
821,"High River (CA), Alta.",  Women+,61,,
821,"High River (CA), Alta.",  Women+,62,,
821,"High River (CA), Alta.",  Women+,63,,
821,"High River (CA), Alta.",  Women+,64,,
821,"High River (CA), Alta.",  Women+,  65 years and over,,
821,"High River (CA), Alta.",  Women+,    65 to 69 years,,
821,"High River (CA), Alta.",  Women+,65,,
821,"High River (CA), Alta.",  Women+,66,,
821,"High River (CA), Alta.",  Women+,67,,
821,"High River (CA), Alta.",  Women+,68,,
821,"High River (CA), Alta.",  Women+,69,,
821,"High River (CA), Alta.",  Women+,    70 to 74 years,,
821,"High River (CA), Alta.",  Women+,70,,
821,"High River (CA), Alta.",  Women+,71,,
821,"High River (CA), Alta.",  Women+,72,,
821,"High River (CA), Alta.",  Women+,73,,
821,"High River (CA), Alta.",  Women+,74,,
821,"High River (CA), Alta.",  Women+,    75 to 79 years,,
821,"High River (CA), Alta.",  Women+,75,,
821,"High River (CA), Alta.",  Women+,76,,
821,"High River (CA), Alta.",  Women+,77,,
821,"High River (CA), Alta.",  Women+,78,,
821,"High River (CA), Alta.",  Women+,79,,
821,"High River (CA), Alta.",  Women+,    80 to 84 years,,
821,"High River (CA), Alta.",  Women+,80,,
821,"High River (CA), Alta.",  Women+,81,,
821,"High River (CA), Alta.",  Women+,82,,
821,"High River (CA), Alta.",  Women+,83,,
821,"High River (CA), Alta.",  Women+,84,,
821,"High River (CA), Alta.",  Women+,    85 years and over,,
